,dur,proto,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
10328,2e-06,107,4,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,8,5,0,1
10329,0.475986,111,3,10,12,590,3890,44.118944,62,252,8924.631836,59934.53516,2,3,52.887333,41.700365,3300.871491,3422.385962,255,1785393526,2797340748,255,0.071606,0.016552,0.055054,59,324,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
10330,8e-06,117,4,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,4,7,0,0,0,7,14,0,1
10331,8e-06,117,4,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,3,5,0,1
10332,8e-06,118,4,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,2,2,7,0,0,0,2,7,0,1
10333,1.553459,111,3,14,10,5154,822,14.805669,254,252,24646.93164,3810.850342,4,2,111.929005,156.508438,6771.974755,231.4735,255,3626073260,3703100221,255,0.243048,0.144882,0.098166,368,82,0,0,5,1,1,2,1,1,0,0,0,3,1,0,1
10334,7.625766,111,3,20,80,1262,96960,12.982303,62,252,1257.840942,100446.8281,2,37,401.326674,93.951925,40181.59248,21184.15397,255,1271248883,1368105136,255,0.353033,0.203556,0.149477,63,1212,1,46592,1,1,1,1,1,1,0,0,1,3,1,0,1
10335,4e-06,117,4,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,7,7,4,7,0,0,0,7,18,0,1
10336,0.666611,111,3,10,8,564,354,25.502129,254,252,6096.508789,3720.310547,2,1,72.788111,92.33657,5635.779925,141.089078,255,3379692901,3952113314,255,0.07235,0.020245,0.052105,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
10337,9e-06,117,4,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,18,18,18,35,0,0,0,18,35,0,1
10338,1.1e-05,117,4,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,4,4,4,4,0,0,0,5,19,0,1
10339,5e-06,117,4,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
10340,8e-06,118,4,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,2,2,2,8,0,0,0,7,8,0,1
10341,3e-06,117,4,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,24,24,24,24,0,0,0,24,24,0,1
10342,1e-06,29,4,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,9,4,0,1
10343,0.972006,111,3,12,10,694,646,21.604804,254,252,5242.765625,4790.09375,2,3,88.266089,99.917781,5298.661623,142.553969,255,2817290003,1569495925,255,0.113922,0.072738,0.041184,58,65,0,0,2,1,1,1,1,2,0,0,0,1,2,0,1
10344,8e-06,117,4,2,0,1064,0,125000.0003,254,0,532000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,1
10345,0.22641,111,3,10,6,1314,268,66.25149,254,252,41800.27344,7914.844727,2,1,22.389,34.993801,1105.716695,46.969715,255,3056194095,3142909258,255,0.067477,0.051439,0.016038,131,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1
10346,0.533541,111,3,10,10,608,646,35.611132,254,252,8216.799805,8726.601562,2,3,59.282333,45.231555,3057.006033,70.761594,255,4041164688,2901635060,255,0.155522,0.125714,0.029808,61,65,0,0,3,1,1,1,1,1,0,0,0,1,3,0,1
10347,1.094653,111,3,10,10,824,2216,17.357098,62,252,5422.723145,14579.96289,2,2,121.538111,107.763336,7551.945352,157.835484,255,4131395848,1054912688,255,0.246033,0.124782,0.121251,82,222,1,640,1,1,1,1,1,1,0,0,1,1,1,0,1
10348,1.521276,111,3,22,22,1182,1614,28.265745,62,252,5937.121094,8103.723633,7,9,72.441716,70.671238,3869.768374,3970.452977,255,2502379531,3915440097,255,0.079922,0.036438,0.043484,54,73,0,0,1,1,2,1,1,2,1,1,0,2,1,0,1
10349,2.8e-05,117,4,2,0,280,0,35714.28522,254,0,40000000.0,0.0,0,0,0.028,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,140,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
10350,1.684121,111,3,24,22,1609,2340,26.72017,254,252,7324.88916,10612.06445,9,9,72.128084,78.034955,3544.27802,3961.771642,255,2219725394,72249865,255,0.09422,0.045376,0.048844,67,106,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1
10351,8e-06,16,4,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,10,6,0,1
10352,1.2e-05,95,4,2,0,640,0,83333.33039,254,0,213333328.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,320,0,0,0,6,2,2,2,2,2,0,0,0,5,2,0,1
10353,3e-06,117,4,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,25,25,25,26,0,0,0,25,26,0,1
10354,5e-06,117,4,2,0,168,0,200000.0051,254,0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,1
10355,7e-06,117,4,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,3,3,3,3,0,0,0,3,16,0,1
10356,0.875208,111,3,28,14,23872,764,46.846006,254,252,210418.5469,6489.885742,11,4,32.415112,50.878539,2364.104769,68.91707,255,562736733,579599364,255,0.241926,0.188867,0.053059,853,55,0,0,4,1,1,1,1,1,0,0,0,1,4,0,1
10357,5e-06,117,4,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,37,37,16,43,0,0,0,37,43,0,1
10358,0.534819,111,3,10,8,872,354,31.786454,254,252,11742.29004,4637.083008,2,1,59.424333,68.612711,3786.768653,130.96593,255,3987527741,2473260286,255,0.088296,0.053863,0.034433,87,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
10359,0.924967,111,3,64,26,63296,2046,96.21965,62,252,538890.5625,17021.14844,29,8,14.682016,36.426238,1191.997715,46.497883,255,3655191787,3601971455,255,0.054489,0.008602,0.045887,989,79,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
10360,56.709965,77,4,66,0,7128,0,1.146183,254,0,990.302124,0.0,0,0,872.460875,0.0,1090.813625,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,1
10361,0.622301,111,2,6,4,392,182,14.462455,254,252,4203.753418,1761.205688,2,1,21.5956,205.312,1081.653974,290.347938,255,2467187568,4256723223,255,0.050509,0.006362,0.044147,65,46,0,0,1,4,1,1,1,1,0,0,0,1,1,0,1
10362,9e-06,52,4,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,2,7,0,1
10363,9e-06,117,4,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,11,11,9,29,0,0,0,12,29,0,1
10364,0.281493,111,3,14,36,976,41908,174.071819,62,252,25776.83984,1157940.0,2,16,21.653308,7.709429,1167.853463,972.670439,255,3197870624,2412845711,255,0.051016,0.006445,0.044571,70,1164,1,19968,1,1,1,1,1,1,0,0,1,1,1,0,1
10365,0.611618,111,3,10,12,828,3940,34.335158,254,252,9757.724609,47245.17578,2,3,67.852111,49.233181,4561.074294,3232.075119,255,1276195218,3623688045,255,0.115496,0.07005,0.045446,83,328,1,1485,2,1,2,2,1,2,0,0,1,3,2,0,1
10366,4e-06,117,4,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
10367,3.416561,111,3,34,114,1544,127028,43.025722,62,252,3509.962402,294832.1563,7,55,103.53,29.893318,5381.324648,2834.571288,255,4142303110,1902384844,255,0.094695,0.038614,0.056081,45,1114,0,0,5,1,1,1,1,1,0,0,0,3,1,0,1
10368,6e-06,16,4,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,1
10369,9e-06,118,4,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,10,7,0,1
10370,1.1e-05,117,4,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,7,7,3,7,0,0,0,7,20,0,1
10371,0.451246,111,3,10,6,2062,268,33.241292,254,252,32904.44922,3971.226318,2,1,45.734222,79.190797,2448.635563,105.593156,255,1523870122,951996415,255,0.104612,0.055281,0.049331,206,45,0,0,5,1,1,1,1,1,0,0,0,1,4,0,1
10372,4e-06,118,4,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,4,4,4,4,0,0,0,5,10,0,1
10373,9e-06,20,4,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,1
10374,0.271044,111,3,12,16,1866,13760,99.614828,254,252,50501.02734,380750.0,3,6,23.108364,17.680267,1166.61027,1463.103489,255,2701617144,1253872065,255,0.049654,0.005838,0.043816,156,860,2,0,1,1,1,1,1,1,0,0,1,1,1,0,1
10375,1e-05,117,4,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
10376,0.62222,111,3,14,12,782,678,40.178716,254,252,9347.176758,7997.171875,4,4,47.863076,51.018816,2510.228832,65.560641,255,3914018149,3462494813,255,0.134496,0.060263,0.074233,56,57,0,0,5,1,4,2,1,2,0,0,0,2,6,0,1
10377,2e-06,117,4,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,45,2,2,2,2,45,0,0,0,2,45,0,1
10378,5e-06,117,4,2,0,1064,0,200000.0051,254,0,851200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,30,2,8,8,1,8,0,0,0,8,30,0,1
10379,7e-06,117,4,2,0,156,0,142857.1409,254,0,89142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,1
10380,0.261379,111,3,10,6,996,268,57.38793,254,252,27454.38672,6855.944824,2,1,26.821111,40.896801,1352.548763,60.980285,255,2033013682,3586776969,255,0.074576,0.056884,0.017692,100,45,0,0,3,1,1,1,1,1,0,0,0,1,1,0,1
10381,6e-06,117,4,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,25,25,25,29,0,0,0,25,29,0,1
10382,8e-06,117,4,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,25,25,25,28,0,0,0,27,25,0,1
10383,7e-06,48,4,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,6,6,6,6,0,0,0,9,10,0,1
10384,4.5e-05,117,4,2,0,168,0,22222.22189,254,0,14933333.0,0.0,0,0,0.045,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,1
10385,8e-06,118,4,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,5,4,4,8,0,0,0,13,8,0,1
10386,8e-06,117,4,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,23,23,23,39,0,0,0,24,39,0,1
10387,1.1e-05,127,4,2,0,180,0,90909.0902,254,0,65454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,1
10388,4e-06,117,4,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,14,14,14,29,0,0,0,15,29,0,1
10389,9e-06,117,4,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,18,18,18,36,0,0,0,18,36,0,1
10390,0.725118,111,3,30,14,25194,764,59.300695,254,252,268701.0938,7833.208008,12,4,25.004069,49.260922,1838.909525,77.417172,255,4235437773,2668148826,255,0.151125,0.052069,0.099056,840,55,0,0,4,1,2,1,1,1,0,0,0,1,4,0,1
10391,1.121664,111,3,28,26,4038,3314,47.251225,254,252,27773.02148,22730.51367,11,11,41.543113,43.78784,1989.208733,53.229965,255,3266811593,2870240873,255,0.054848,0.006881,0.047967,144,127,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
10392,1.424746,111,3,22,10,18526,440,21.758264,254,252,99296.29688,2223.554199,7,0,4130.98381,8664.977,588821.9213,25549.964,255,1229669201,848439421,255,0.148847,0.073962,0.074885,842,44,0,0,2,1,3,2,2,2,0,0,0,2,3,0,1
10393,9e-06,118,4,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,1
10394,3e-06,75,4,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,1,1,4,0,0,0,2,4,0,1
10395,1.1e-05,117,4,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,7,7,3,7,0,0,0,7,20,0,1
10396,8e-06,117,4,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,40,2,40,40,24,40,0,0,0,41,40,0,1
10397,2e-06,117,4,2,0,1486,0,500000.0013,254,0,2972000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,743,0,0,0,6,2,2,1,1,1,0,0,0,1,5,0,1
10398,1.2e-05,117,4,2,0,222,0,83333.33039,254,0,74000000.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,111,0,0,0,8,2,1,1,1,1,0,0,0,3,1,0,1
10399,2e-06,117,4,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,36,36,21,36,0,0,0,37,36,0,1
10400,8e-06,117,4,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,1
10401,0.616743,111,1,2,5,96,220,9.728525,254,252,2282.960449,622.62561,0,0,0.005,154.18575,0.0,156.765281,255,3985474881,1171617186,255,0.0,0.0,0.0,48,44,0,0,1,5,1,1,1,1,0,0,0,1,1,0,1
10402,9.84468,111,3,30,30,4130,2176,5.993085,62,252,3244.79834,1709.755981,7,8,339.471733,337.87925,33712.7065,966.511,255,1208415364,3322182734,255,0.063531,0.045503,0.018028,138,73,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
10403,9e-06,117,4,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,15,14,14,22,0,0,0,15,21,0,1
10404,0.181975,111,3,10,6,1036,268,82.428902,254,252,41016.62109,9847.505859,2,1,18.674667,35.079602,998.876684,60.038398,255,3441129146,3345851842,255,0.052146,0.006568,0.045578,104,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0,1
10405,9e-06,117,4,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,6,6,2,6,0,0,0,6,13,0,1
10406,8e-06,118,4,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,2,2,5,0,0,0,11,5,0,1
10407,4e-06,107,4,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,11,14,0,1
10408,2.01065,111,3,26,116,1652,144843,70.126579,62,252,6322.333984,571337.625,2,56,80.405642,16.839757,4067.967884,2276.313803,255,1773237569,3634409811,255,0.218504,0.074071,0.144433,64,1249,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1
10409,7.146575,90,4,4,0,400,0,0.419782,254,0,335.825195,0.0,0,0,2382.19175,0.0,3368.9165,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,19,2,4,4,4,4,0,0,0,4,18,0,1
10410,8e-06,117,4,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,8,8,5,37,0,0,0,8,37,0,1
10411,1e-05,118,4,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,2,2,2,2,0,0,0,3,11,0,1
10412,8e-06,108,4,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,1
10413,1e-06,117,4,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,45,2,41,41,24,45,0,0,0,41,45,0,1
10414,3e-06,29,4,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,13,2,7,6,6,7,0,0,0,10,11,0,1
10415,3e-06,117,4,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,30,30,18,30,0,0,0,30,30,0,1
10416,8e-06,117,4,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,23,23,14,23,0,0,0,23,23,0,1
10417,4e-06,129,4,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,22,2,4,4,4,4,0,0,0,6,17,0,1
10418,0.752769,111,3,10,6,934,268,19.926432,254,252,8937.668945,2380.544434,2,1,77.446,131.648,4074.735074,203.342516,255,780956274,1257486161,255,0.188406,0.094519,0.093887,93,45,0,0,5,1,2,2,2,2,0,0,0,2,5,0,1
10419,1e-05,117,4,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,3,3,3,3,0,0,0,3,18,0,1
10420,0.816738,111,3,20,22,1100,1656,50.199696,62,252,10235.84082,15485.99414,7,9,42.986209,34.531382,2319.346715,1923.669741,255,2269039726,2071375224,255,0.096693,0.075812,0.020881,55,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0,1
10421,3e-06,118,4,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,4,3,3,7,0,0,0,6,7,0,1
10422,0.876024,111,3,12,8,1066,742,21.688903,254,252,8931.261719,5935.910156,3,2,79.638544,96.480859,4364.143373,139.161266,255,1369521012,2499765018,255,0.242735,0.170886,0.071849,89,93,0,0,6,1,1,1,1,1,0,0,0,1,5,0,1
10423,3e-06,117,4,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,10,10,4,36,0,0,0,10,36,0,1
10424,0.262101,111,3,12,20,902,18772,118.275019,62,252,25242.17773,544339.8125,2,8,23.827363,13.389369,1254.155433,1367.753756,255,2347693223,2949671128,255,0.052597,0.007108,0.045489,75,939,1,8704,1,1,1,1,1,1,0,0,1,1,1,0,1
10425,1e-05,117,4,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,1
10426,2.411865,111,3,14,14,667,662,11.194656,254,252,2056.499756,2039.915161,4,5,185.453688,179.076922,12296.40321,312.117437,255,2965668240,3562829903,255,0.111922,0.083858,0.028064,48,47,0,0,3,1,1,1,1,1,0,0,0,2,1,0,1
10427,1.3e-05,117,4,2,0,114,0,76923.07779,254,0,35076924.0,0.0,0,0,0.013,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,7,7,4,7,0,0,0,8,16,0,1
10428,4e-06,117,4,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,7,7,3,7,0,0,0,13,16,0,1
10429,5e-06,20,4,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,23,2,6,6,6,6,0,0,0,8,18,0,1
10430,0.998304,111,3,10,16,468,11096,25.042472,62,252,3381.735352,83365.39063,2,6,110.922667,60.512869,6115.952241,4427.053289,255,326624053,3246517795,255,0.174079,0.083125,0.090954,47,694,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
10431,22.635181,77,4,28,0,12832,0,1.192833,254,0,4373.369141,0.0,0,0,838.34,0.0,967.26,0.0,0,0,0,0,0.0,0.0,0.0,458,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,1
10432,1.73109,111,3,36,14,34706,1004,28.305866,254,252,155934.125,4311.734375,15,2,48.760172,125.721234,4360.585781,225.211016,255,3866536509,1909610378,255,0.185731,0.096713,0.089018,964,72,0,0,3,1,1,2,1,1,0,0,0,4,1,0,1
10433,5e-06,117,4,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,7,7,3,7,0,0,0,7,17,0,1
10434,2e-06,107,4,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,8,5,0,1
10435,6e-06,117,4,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,12,16,0,0,0,16,16,0,1
10436,3e-06,94,4,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,12,5,0,1
10437,1.061736,111,3,10,10,758,4218,17.895221,62,252,5146.288574,28609.74805,2,3,117.970667,106.469222,6642.241021,8565.984013,255,1637013761,3790386675,255,0.129494,0.075327,0.054167,76,422,1,1663,2,1,1,1,1,1,0,0,1,1,2,0,1
10438,1e-05,117,4,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,25,25,25,27,0,0,0,25,27,0,1
10439,0.784385,111,3,24,50,1136,46162,93.06654,62,252,11106.79004,461395.8438,7,23,34.103697,15.657572,1853.238344,1254.641288,255,2367791828,3844441918,255,0.040909,0.0131,0.027809,47,923,0,0,1,1,3,1,1,3,0,0,0,3,1,0,1
10440,18.670206,77,4,20,0,900,0,1.017664,254,0,366.3591,0.0,0,0,982.642313,0.0,1060.71875,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,6,2,3,2,2,3,0,0,0,3,3,0,1
10441,0.528925,111,3,10,6,490,268,28.359408,254,252,6670.132812,3388.003906,2,1,54.330556,82.359,2806.943429,112.486742,255,287949378,1381262300,255,0.166269,0.117119,0.04915,49,45,0,0,9,1,2,2,1,2,0,0,0,3,8,0,1
10442,1.1e-05,117,4,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,5,4,4,4,0,0,0,4,11,0,1
